Page Index	Product Name	Product Link	Image Link	order ID	basic item number	brand name	minimum order quantity	packages	manufacturer name	Country of origin	Weight	Price
1	Micro Point Drill(Drill for Guide Hole)  04-00010-00100  NS	https://kital-tools.com/products/nspd0-01x0-015-1350	//kital-tools.com/cdn/shop/products/NSPD0.01X0.015_1350_1024x1024@2x.jpg?v=1634682901	4272331	NSPD0.01X0.015	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	Micro Point Drill(Drill for Guide Hole)  04-00010-00150  NS	https://kital-tools.com/products/nspd0-015x0-025-1350	//kital-tools.com/cdn/shop/products/NSPD0.015X0.025_1350_1024x1024@2x.jpg?v=1634682899	4272323	NSPD0.015X0.025	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	Micro Drill Short  04-00005-00500  NS	https://kital-tools.com/products/nsmds0-05x0-3-1350	//kital-tools.com/cdn/shop/products/NSMDS0.05X0.3_1350_1024x1024@2x.jpg?v=1634682828	4272315	NSMDS0.05X0.3	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.658.448?
1	Micro Drill Short  04-00005-00400  NS	https://kital-tools.com/products/nsmds0-04x0-24-1350	//kital-tools.com/cdn/shop/products/NSMDS0.04X0.24_1350_1024x1024@2x.jpg?v=1634682826	4272307	NSMDS0.04X0.24	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.961.180?
1	Micro Drill Short  04-00005-00300  NS	https://kital-tools.com/products/nsmds0-03x0-18-1350	//kital-tools.com/cdn/shop/products/NSMDS0.03X0.18_1350_1024x1024@2x.jpg?v=1634682824	4272293	NSMDS0.03X0.18	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	2.908.865?
1	Micro Drill Short  04-00005-00200  NS	https://kital-tools.com/products/nsmds0-02x0-12-1350	//kital-tools.com/cdn/shop/products/NSMDS0.02X0.12_1350_1024x1024@2x.jpg?v=1634682822	4272285	NSMDS0.02X0.12	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	4.975.343?
1	Micro Drill Short  04-00005-00250  NS	https://kital-tools.com/products/nsmds0-025x0-15-1350	//kital-tools.com/cdn/shop/products/NSMDS0.025X0.15_1350_1024x1024@2x.jpg?v=1634682819	4272277	NSMDS0.025X0.15	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	4.975.343?
1	Micro Drill Short  04-00005-00100  NS	https://kital-tools.com/products/nsmds0-01x0-06-1350	//kital-tools.com/cdn/shop/products/NSMDS0.01X0.06_1350_1024x1024@2x.jpg?v=1634682817	4272269	NSMDS0.01X0.06	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	Micro Drill Short  04-00005-00150  NS	https://kital-tools.com/products/nsmds0-015x0-09-1350	//kital-tools.com/cdn/shop/products/NSMDS0.015X0.09_1350_1024x1024@2x.jpg?v=1634682808	4272251	NSMDS0.015X0.09	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	Micro Drill  04-00001-01000  NS	https://kital-tools.com/products/nsmd0-1x1-1350	//kital-tools.com/cdn/shop/products/NSMD0.1X1_1350_1024x1024@2x.jpg?v=1634682743	4271963	NSMD0.1X1	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	697.601?
1	Micro Drill  04-00001-00900  NS	https://kital-tools.com/products/nsmd0-09x0-9-1350	//kital-tools.com/cdn/shop/products/NSMD0.09X0.9_1350_1024x1024@2x.jpg?v=1634682741	4271955	NSMD0.09X0.9	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	934.522?
1	Micro Drill  04-00001-00800  NS	https://kital-tools.com/products/nsmd0-08x0-8-1350	//kital-tools.com/cdn/shop/products/NSMD0.08X0.8_1350_1024x1024@2x.jpg?v=1634682739	4271947	NSMD0.08X0.8	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	934.522?
1	Micro Drill  04-00001-00700  NS	https://kital-tools.com/products/nsmd0-07x0-7-1350	//kital-tools.com/cdn/shop/products/NSMD0.07X0.7_1350_1024x1024@2x.jpg?v=1634682737	4271939	NSMD0.07X0.7	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.368.878?
1	Micro Drill  04-00001-00600  NS	https://kital-tools.com/products/nsmd0-06x0-6-1350	//kital-tools.com/cdn/shop/products/NSMD0.06X0.6_1350_1024x1024@2x.jpg?v=1634682735	4271921	NSMD0.06X0.6	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.526.825?
1	Micro Drill  04-00001-00500  NS	https://kital-tools.com/products/nsmd0-05x0-5-1350	//kital-tools.com/cdn/shop/products/NSMD0.05X0.5_1350_1024x1024@2x.jpg?v=1634682731	4271912	NSMD0.05X0.5	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.658.448?
1	Micro Drill  04-00001-00400  NS	https://kital-tools.com/products/nsmd0-04x0-4-1350	//kital-tools.com/cdn/shop/products/NSMD0.04X0.4_1350_1024x1024@2x.jpg?v=1634682729	4271904	NSMD0.04X0.4	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	1.961.180?
1	Micro Drill  04-00001-00300  NS	https://kital-tools.com/products/nsmd0-03x0-3-1350	//kital-tools.com/cdn/shop/products/NSMD0.03X0.3_1350_1024x1024@2x.jpg?v=1634682727	4271891	NSMD0.03X0.3	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	2.908.865?
1	Micro Drill  04-00001-00200  NS	https://kital-tools.com/products/nsmd0-02x0-2-1350	//kital-tools.com/cdn/shop/products/NSMD0.02X0.2_1350_1024x1024@2x.jpg?v=1634682725	4271882	NSMD0.02X0.2	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	4.975.343?
1	Micro Drill  04-00001-00250  NS	https://kital-tools.com/products/nsmd0-025x0-25-1350	//kital-tools.com/cdn/shop/products/NSMD0.025X0.25_1350_1024x1024@2x.jpg?v=1634682716	4271874	NSMD0.025X0.25	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	4.975.343?
1	Micro Drill  04-00001-00100  NS	https://kital-tools.com/products/nsmd0-01x0-1-1350	//kital-tools.com/cdn/shop/products/NSMD0.01X0.1_1350_1024x1024@2x.jpg?v=1634682711	4271866	NSMD0.01X0.1	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	Micro Drill  04-00001-00150  NS	https://kital-tools.com/products/nsmd0-015x0-15-1350	//kital-tools.com/cdn/shop/products/NSMD0.015X0.15_1350_1024x1024@2x.jpg?v=1634682709	4271858	NSMD0.015X0.15	NS	1Pcs	1	"NS Tool Co., Ltd."	Japan	0G	6.225.760?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1600MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1600mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1600MB_7033_HTI10_1024x1024@2x.jpg?v=1634620223	6704506	MAS1600MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	280G	7.699.936?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1500LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1500lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1500LB_7033_HTI10_1024x1024@2x.jpg?v=1634620221	6704476	MAS1500LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	300G	8.391.044?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1400LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1400lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1400LB_7033_HTI10_1024x1024@2x.jpg?v=1634620212	6704433	MAS1400LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	230G	7.189.942?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1350LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1350lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1350LB_7033_HTI10_1024x1024@2x.jpg?v=1634620210	6704417	MAS1350LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	220G	6.877.381?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1300LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1300lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1300LB_7033_HTI10_1024x1024@2x.jpg?v=1634620208	6704395	MAS1300LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	195G	6.301.400?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1200MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1200mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1200MB_7033_HTI10_1024x1024@2x.jpg?v=1634620206	6704344	MAS1200MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	130G	4.705.604?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1200LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1200lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1200LB_7033_HTI10_1024x1024@2x.jpg?v=1634620204	6704336	MAS1200LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	155G	5.807.902?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1100LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1100lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1100LB_7033_HTI10_1024x1024@2x.jpg?v=1634620202	6704298	MAS1100LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	130G	5.050.983?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1050MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1050mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1050MB_7033_HTI10_1024x1024@2x.jpg?v=1634620200	6704280	MAS1050MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	100G	4.179.113?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1050LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1050lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1050LB_7033_HTI10_1024x1024@2x.jpg?v=1634620198	6704271	MAS1050LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	120G	5.050.983?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS1000MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas1000mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS1000MB_7033_HTI10_1024x1024@2x.jpg?v=1634620194	6704247	MAS1000MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	85G	4.014.497?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0950MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0950mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0950MB_7033_HTI10_1024x1024@2x.jpg?v=1634620191	6704221	MAS0950MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	75G	3.833.559?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0850MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0850mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0850MB_7033_HTI10_1024x1024@2x.jpg?v=1634620187	6704166	MAS0850MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	65G	3.537.320?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0850LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0850lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0850LB_7033_HTI10_1024x1024@2x.jpg?v=1634620185	6704158	MAS0850LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	75G	4.129.623?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0800LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0800lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0800LB_7033_HTI10_1024x1024@2x.jpg?v=1634620183	6704131	MAS0800LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	55G	3.915.867?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0700LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0700lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0700LB_7033_HTI10_1024x1024@2x.jpg?v=1634620179	6704093	MAS0700LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	43G	3.438.691?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0680MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0680mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0680MB_7033_HTI10_1024x1024@2x.jpg?v=1634620177	6704085	MAS0680MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	40G	2.994.507?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0680LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0680lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0680LB_7033_HTI10_1024x1024@2x.jpg?v=1634620175	6704077	MAS0680LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	45G	3.438.691?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0650MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0650mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0650MB_7033_HTI10_1024x1024@2x.jpg?v=1634620173	6704069	MAS0650MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	35G	2.895.702?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0650LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0650lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0650LB_7033_HTI10_1024x1024@2x.jpg?v=1634620171	6704051	MAS0650LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	40G	3.208.263?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0600LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0600lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0600LB_7033_HTI10_1024x1024@2x.jpg?v=1634620168	6704034	MAS0600LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	30G	2.846.388?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0550MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0550mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0550MB_7033_HTI10_1024x1024@2x.jpg?v=1634620166	6704026	MAS0550MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	25G	2.566.645?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0550LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0550lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0550LB_7033_HTI10_1024x1024@2x.jpg?v=1634620164	6704018	MAS0550LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	30G	2.698.268?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0500MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0500mb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0500MB_7033_HTI10_1024x1024@2x.jpg?v=1634620162	6704000	MAS0500MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	20G	2.418.526?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0460LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0460lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0460LB_7033_HTI10_1024x1024@2x.jpg?v=1634620160	6703984	MAS0460LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	20G	2.533.827?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0420LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0420lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0420LB_7033_HTI10_1024x1024@2x.jpg?v=1634620158	6703976	MAS0420LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	20G	2.468.016?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0400LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0400lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0400LB_7033_HTI10_1024x1024@2x.jpg?v=1634620156	6703968	MAS0400LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	15G	2.418.526?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0365LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0365lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0365LB_7033_HTI10_1024x1024@2x.jpg?v=1634620153	6703950	MAS0365LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	13G	2.418.526?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0330LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0330lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0330LB_7033_HTI10_1024x1024@2x.jpg?v=1634620151	6703941	MAS0330LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	10G	2.352.714?
1	"MAS drills, Specially for aluminium and cast iron drilling, High holl accuracy(Internal coolant)  MAS0300LB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mas0300lb-7033hti10	//kital-tools.com/cdn/shop/products/MAS0300LB_7033_HTI10_1024x1024@2x.jpg?v=1634620149	6703933	MAS0300LB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	9G	2.352.714?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1500MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1500mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1500MB_7033_HTI10_1024x1024@2x.jpg?v=1634619917	6703917	MAE1500MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	260G	5.610.467?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1400MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1400mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1400MB_7033_HTI10_1024x1024@2x.jpg?v=1634619915	6703895	MAE1400MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	210G	4.820.730?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1300MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1300mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1300MB_7033_HTI10_1024x1024@2x.jpg?v=1634619912	6703879	MAE1300MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	175G	4.179.113?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1200MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1200mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1200MB_7033_HTI10_1024x1024@2x.jpg?v=1634619909	6703844	MAE1200MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	140G	3.570.313?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1108MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1108mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1108MB_7033_HTI10_1024x1024@2x.jpg?v=1634619907	6703836	MAE1108MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	130G	3.389.376?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE1050MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae1050mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE1050MB_7033_HTI10_1024x1024@2x.jpg?v=1634619905	6703810	MAE1050MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	110G	2.945.017?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0950MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0950mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0950MB_7033_HTI10_1024x1024@2x.jpg?v=1634619902	6703780	MAE0950MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	90G	2.583.142?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0921MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0921mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0921MB_7033_HTI10_1024x1024@2x.jpg?v=1634619901	6703771	MAE0921MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	85G	2.583.142?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0850MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0850mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0850MB_7033_HTI10_1024x1024@2x.jpg?v=1634619897	6703755	MAE0850MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	65G	2.303.400?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0800MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0800mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0800MB_7033_HTI10_1024x1024@2x.jpg?v=1634619895	6703747	MAE0800MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	55G	2.122.462?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0700MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0700mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0700MB_7033_HTI10_1024x1024@2x.jpg?v=1634619892	6703721	MAE0700MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	39G	1.842.720?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0680MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0680mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0680MB_7033_HTI10_1024x1024@2x.jpg?v=1634619890	6703712	MAE0680MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	40G	1.842.720?
1	"MAE drills, Specially for aluminium and cast iron drilling, High holl accuracy(External coolant)  MAE0650MB       HTI10  MITSUBISHI"	https://kital-tools.com/products/mae0650mb-7033hti10	//kital-tools.com/cdn/shop/products/MAE0650MB_7033_HTI10_1024x1024@2x.jpg?v=1634619887	6703704	MAE0650MB	MITSUBISHI	1Pcs	1	MITSUBISHI MATERIALS Corporation.	0	40G	1.809.902?
